stid,dsid,lat,long,name,area,source,edited,notes,avg_int,max_int,controls
1679,3488,43.1,-89.416667,Lake Mendota,3961.2000000000003,Geographic matching,2,NA,2198,3740,6
1679,1735,43.1,-89.416667,Lake Mendota,3961.2000000000003,Geographic matching,2,NA,1,4360,7
1699,1755,66.916667,-155.033333,Minakokosa Lake,201,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed site with Google Earth",3200,5420,6
1701,3492,47.244755,-95.00771499999999,Lake Minnie,30.099999999999998,Geographic matching,2,NA,2500,4740,5
1701,1757,47.244755,-95.00771499999999,Lake Minnie,30.099999999999998,Geographic matching,2,NA,1700,3330,3
1703,1759,46.525833,-97.241389,Mirror Pool,49,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",400,400,2
1705,1761,37.74759,-107.68273500000001,Molas Lake,9.5,Geographic matching,2,NA,7730.5,13371,3
1706,1762,37.737778,-107.6975,Molas Pass Bog,15,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Maher, 1961",4450.5,4951,3
1707,1763,43.766667,-69.3,Monhegan Island Meadow,147,data/by_hand/claire_data/dataset_1.5.shp,1,"Meadow, confirmed with Google Earth",1074.5,2175,11
1710,1766,34.6492,-111.75225,Montezuma Well,0.7000000000000001,Geographic matching,2,NA,1829.1666666666667,2655,7
1711,1768,46.85592,-98.15984,Moon Lake,35,Neotoma,2,NA,847.5,2290,15
1715,1772,48.769167,-122.117778,Mosquito Lake Bog,19,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Confirmed bog, changed area",3535,4700,3
1716,1773,44.6275,-68.639167,Moulton Pond,22,data/by_hand/all_lakes_andria/andrea_areas.csv,3,Minimal info on location. Area: Davis et al 1975,1125.8333333333333,2395,13
1718,1775,25.219722,-80.604722,Mud Creek Site 1,168.21759999999998,Geographic matching,2,NA,399,1200,6
1719,1776,29.29993,-81.86600999999999,Mud Lake,185.8,Geographic matching,2,NA,2720,3090,4
1720,1777,44.226105000000004,-93.829815,Mud Lake,52.2,Geographic matching,2,NA,105,105,2
1721,1778,46.858935,-94.75542,Mud Lake,28.499999999999996,Geographic matching,2,NA,966.6666666666666,2160,4
1723,1780,60.033333,-141.966667,Munday Creek,NA,NA,NA,NA,2257.5,3786,5
1724,1781,44.711625,-93.341105,Murphy Lake,19.1,Geographic matching,2,NA,111,111,2
1725,3495,39.53,-95.513333,Muscotah Marsh,15,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with pub (Gruger 1973), changed area",1410,1410,2
1725,1782,39.53,-95.513333,Muscotah Marsh,15,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with pub (Gruger 1973), changed area",3840,11700,7
1729,1786,47.982605,-93.3853,Myrtle Lake,67,Geographic matching,2,NA,1853.3333333333333,3010,7
1732,1789,34.663333,-95.386111,Natural Lake,5428.630966,Geographic matching,2,NA,829,1420,4
1735,1793,48.033333,-91.9,Nels Lake,71,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Confirmed lake and area: Kingston et al 1990,7.071428571428571,12,15
1736,1794,46.40707,-92.68658500000001,Nelson Pond,0.8999999999999999,Geographic matching,2,NA,1705,1705,2
1738,1796,40.545833,-83.833333,Neville Marsh,40,data/by_hand/claire_data/dataset_1.5.shp,1,"Marsh, confirmed with Shane and Anderson 1993",1840,1840,2
1740,1798,39.839167,-89.156389,Niantic,NA,NA,NA,NA,NA,NA,NA
1741,1799,42.543575,-78.477987,Nichols Brook Site,NA,NA,NA,NA,1186.6666666666667,2340,4
1741,3497,42.543575,-78.477987,Nichols Brook Site,NA,NA,NA,NA,654,1280,6
1748,1806,67.866667,-160.433333,Niliq Lake,142,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed lake with Google Earth",2776,3830,6
1756,1814,41.283333,-70.208333,No Bottom Pond,2.6,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,2,"Confirmed site with Google Earth, changed area",2304.1666666666665,4430,7
1757,1815,35.0833333333333,-89.9166666666667,Nonconnah Creek [TN-1],47470,data/by_hand/all_lakes_andria/andrea_areas.csv,3,Unsure of location. Creek watershed area: Delcourt,-999,-999,1
1759,1817,42.651709999999994,-73.053365,North Pond,7.3,Neotoma,2,NA,1286.6666666666667,3175,10
1760,1818,25.885556,-80.556667,"Water Conservation Area 3B, Nuthouse Far Tail",28812.969820000002,Geographic matching,2,NA,1172.6666666666667,2048,4
1761,1819,25.889167,-80.5125,"Water Conservation Area 3B, Nuthouse Head",28812.969820000002,Geographic matching,2,NA,629.5,1120,5
1764,1822,46.133333,-93.783333,Lake Ogechie,158.9,Geographic matching,2,NA,NA,NA,NA
1766,1824,43.333333,-95.2,West Okoboji Lake,2972.8,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed location, changed area",1180.909090909091,2190,12
1768,1826,37.116667,-89.833333,Old Field,212,data/by_hand/claire_data/dataset_1.5.shp,2,"Terrestrial or fluvial, confirmed with King and Allen 1997",1138,1530,6
1771,1830,46.068333,-93.68,Lake Onamia,240,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",95,95,2
1772,1831,46.341585,-94.408,Ondris Pond,0.8,Geographic matching,2,NA,495,875,3
1774,1833,43.51,-76.9,"Lake Ontario, Rochester Basin",126,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed known area of Ontario",3000,5200,5
1775,1834,43.556667,-78.15,"Lake Ontario, Mississauga Basin",1896000,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,2,Confirmed lake and area,2400,5200,6
1781,1840,45.933333,-89.625,Otto Mielke Lake,11,data/by_hand/all_lakes_andria/andrea_areas.csv,3,Kingston et al: area; seepage lake; unkown loc.,12.333333333333334,22,10
1789,1848,40.8,-77.416667,Panther Run Pond,NA,NA,NA,NA,3152.5,6210,5
1792,1852,43.468056,-109.959444,Park Pond 1,10,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Lynch 1995",2485,2620,3
1793,1854,43.45,-109.940833,Park Pond 2,18,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Lynch, 1995",2530,4230,5
1794,1856,43.459167,-109.92,Park Pond 3,0.3,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site with pub, changed area, (Two points on map, use southernmost  one)",2657.5,5910,5
1797,1859,41.516667,-71.45,Pasacaco Pond,168.3,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed lake, Changed area",433.3333333333333,575,4
1803,1865,30.366667,-97.116667,Patschke Bog,3.3,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,3,Confirmed area (www.nativefishlab.net/library/textpdf/18616.pdf),6810.5,9107,3
1803,3500,30.366667,-97.116667,Patschke Bog,3.3,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,3,Confirmed area (www.nativefishlab.net/library/textpdf/18616.pdf),4329.25,8500,5
1812,3501,38.90363,-89.18984,Pittsburg Basin,211,data/by_hand/claire_data/dataset_1.5.shp,2,"Terrestrial, previously lac. Confirmed with Gruger, 1972",4182.5,9800,5
1813,3542,45.501374999999996,-97.27683,Pickerel Lake,823,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,2,"Confirmed site with Google Earth, changed area",2667.5,4380,5
1814,3541,45.03503,-93.6305,Pogonia Bog Pond,0.9,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Unsure if pond or bog,124,124,2
1814,3558,45.03503,-93.6305,Pogonia Bog Pond,0.9,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Unsure if pond or bog,1602,4080,8
1815,3788,48.098755,-92.010535,Third Lake,17.299999999999997,Geographic matching,2,NA,1475,1550,3
1815,3784,48.098755,-92.010535,Third Lake,17.299999999999997,Geographic matching,2,NA,3116.6666666666665,3500,4
1815,3786,48.098755,-92.010535,Third Lake,17.299999999999997,Geographic matching,2,NA,1300,1300,2
1818,1882,67.2,-142.066667,Ped Pond,34,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with pub (Edwards et al. 1986), changed area",2088.3333333333335,3140,7
1820,1884,45.780556,-93.273056,Pennington Lake,51.5,Geographic matching,2,NA,85,85,2
1827,1891,46.966667,-95.316667,Peterson Slough,1,data/by_hand/all_lakes_andria/all_lakes_andria.shp,2,Confirmed slough and area: Almendinger 1992,1520,2900,3
1833,1897,42.16,-93.9,Pilot Mound Site,50,data/by_hand/claire_data/dataset_1.5.shp,1,"Terrestrial, Confirmed with Kim 1986",2250,4770,7
1834,1898,31.045833,-91.479444,Pinckneyville Creek Site 19,NA,NA,NA,NA,-999,-999,1
1835,1899,31.048333,-91.481944,Pinckneyville Creek Site 20,NA,NA,NA,NA,-999,-999,1
1836,1900,31.047778,-91.482222,Pinckneyville Creek Site 21,NA,NA,NA,NA,-999,-999,1
1891,1955,44.605869999999996,-93.563475,Pleasant Lake,111.7,Geographic matching,2,NA,110,110,2
1896,1961,44.033333,-70.35,Poland Spring Pond,NA,NA,NA,NA,1171.8181818181818,1945,12
1901,1966,47.081,-94.113,Portage Lake,61.3,Geographic matching,2,NA,2450,3635,5
1902,1967,41.576111,-87.2225,Portage Marsh,6.730029,Geographic matching,2,NA,3792,4731,3
1902,3559,41.576111,-87.2225,Portage Marsh,6.730029,Geographic matching,2,NA,1755,1755,2
1905,1970,37.93746,-111.696035,Posy Lake,232,data/by_hand/claire_data/dataset_1.5.shp,2,"Lacustrine, confirmed with Google Earth",1842.25,2590,5
1906,3561,34.462222,-111.345278,Potato Lake,4,Geographic matching,2,NA,5570,12550,7
1906,3560,34.462222,-111.345278,Potato Lake,4,Geographic matching,2,NA,2342.5,7500,5
1907,1972,37.6,-80.133333,Potts Mountain Pond,15,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Watts, 1979",2232.2,4625,6
1908,1974,36.6,-90.583333,Powers Fort Swale,1.4,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Confirmed location and area: Royall et al 1991,1740.5,5535,11
1909,1975,38.547778,-76.478611,"Chesapeake Bay, Parker Creek",89,data/by_hand/claire_data/dataset_1.5.shp,1,"Confirmed, known area",2272,4650,4
1914,1980,42.622222,-78.466667,Protection Bog,NA,NA,NA,NA,2261.75,4640,5
1916,1982,38.026944,-76.22,"Chesapeake Bay, Potomac River",94,data/by_hand/claire_data/dataset_1.5.shp,2,"Marine, Confirmed site with Willard, et al. 2003",407.6666666666667,870,7
1917,1983,38.326111,-76.393056,"Chesapeake Bay, Patuxent River (2-G-2)",89,data/by_hand/claire_data/dataset_1.5.shp,2,"Confirmed site, used known area",NA,NA,NA
1918,1984,38.333333,-76.309722,"Chesapeake Bay, Patuxent River (2-P-5)",89,data/by_hand/claire_data/dataset_1.5.shp,2,"Marine, known area",539,798,3
1920,1987,63.5,-162.2,Puyuk Lake,127,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",7819.5,7980,3
1934,2001,40.666667,-84.883333,Pyle Site,NA,NA,NA,NA,1052,1580,6
1936,2003,37.995833,-79.072222,Quarles Pond,2.069963,Geographic matching,2,NA,4000,9100,4
1939,2006,34.326389,-84.865278,Quicksand Pond,191,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Watts, 1970",6540,6540,2
1940,2007,41,-81.966667,Quillin Site,NA,NA,NA,NA,1055,3190,9
1944,2011,43.4,-88.1,Radtke Lake,2.4,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Found lake in Wisconsin DNR information,1432.5,2315,9
1955,2025,67.147222,-153.65,Ranger Lake,14,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with pub (Brubaker et al, 1983), changed area",3450,10100,7
1956,2026,42.728889,-109.193889,Rapid Lake,274,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",10000,10000,2
1959,2030,32.466667,-93.166667,Rayburn's Dome,NA,NA,NA,NA,3666.6666666666665,6700,7
1973,2045,67.416667,-149.8,Rebel Lake,253,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Edwards et al, 1985",4333.333333333333,7300,4
1974,2047,67.683333,-155.033333,Redondo Lake,128,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Brubaker, Garfinkel, and Edwards, 1983",2040,2540,3
1976,2049,40.083333,-105.541667,Redrock Lake,2.8,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Nudged the point. Based on paper,877.7777777777778,1610,10
1977,2050,67.25,-152.6,Redstone Lake,136,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine,confirmed with Edwards, et al. 1985",3931.6666666666665,6310,4
1978,2051,47.190745,-95.77364,Reichow Pond,2.8000000000000003,Geographic matching,2,NA,85,85,2
1979,2053,46.211944,-95.284167,Reidel Lake,4.1000000000000005,Geographic matching,2,NA,1590,2920,8
1987,2061,38.886389,-76.394722,"Chesapeake Bay, Rhode River",95,data/by_hand/claire_data/dataset_1.5.shp,2,"Marine, Confirmed site with Willard, et al. 2003",318.625,659,9
1988,2062,47.6,-96.166667,Rholl Lake,216,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, Confirmed with Google Earth",93,93,2
1989,2063,39.953611,-85.741667,Rhule Fen,3.992798,Geographic matching,2,NA,1682.5,2200,5
1990,2065,48.009420000000006,-101.53972,Rice Lake,89,Neotoma,2,NA,842.7272727272727,2060,12
1991,3568,46.922222,-95.575,Rice Lake,105.3,Geographic matching,2,NA,974,1860,3
1991,2066,46.922222,-95.575,Rice Lake,105.3,Geographic matching,2,NA,1338.6666666666667,2070,4
1992,3569,40.875,-89.353333,Richland Creek,NA,NA,NA,NA,NA,NA,NA
1992,2067,40.875,-89.353333,Richland Creek,NA,NA,NA,NA,NA,NA,NA
2194,2270,41.3525,-72.29915,Rogers Lake,113.05959800000001,Geographic matching,2,NA,455.1515151515151,1440,34
2211,2288,43.00035,-101.09078,Rosebud,5.1,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site, changed area",315,580,3
2211,3583,43.00035,-101.09078,Rosebud,5.1,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site, changed area",50,50,2
2212,2289,41.916667,-77.925,Rose Lake,140,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, Confirmed with Google Earth",3543.75,9375,5
2213,2290,46.583333,-93.6,Rossburg Bog,NA,NA,NA,NA,2700,4270,4
2214,2292,43.921389,-69.410278,Ross Pond,NA,NA,NA,NA,1686.2857142857142,3290,8
2231,2309,45.283333,-91.458333,Ruby Lake,6.9,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,Site description: lake. Area: Gajewski et al 1985,232.75,564,5
2232,2311,67.066667,-154.233333,Ruppert Lake,38,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site, changed area",1653.75,2420,9
2235,2314,44.87083,-93.85897499999999,Rutz Lake,21.9,Geographic matching,2,NA,1501.875,2950,9
2239,2318,46.131944,-85.179167,Ryerse Lake,8.200000000000001,Geographic matching,2,NA,1618,2470,6
2241,2320,37.473889,-108.503889,Sagehen Marsh,79,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with pub (Peterson et al, 1994), changed are",41.333333333333336,115,7
2241,3608,37.473889,-108.503889,Sagehen Marsh,79,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with pub (Peterson et al, 1994), changed are",-999,-999,1
2241,3609,37.473889,-108.503889,Sagehen Marsh,79,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with pub (Peterson et al, 1994), changed are",190,190,2
2245,2324,67.433333,-147.85,Sakana Lake,NA,NA,NA,NA,3147.5,5110,5
2258,2338,33.658333,-117.858333,San Joaquin Marsh,168.2,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site with Google Earth, changed area",872.7142857142857,2700,8
2260,2340,33.866667,-108.25,San Agustin Plains,200,data/by_hand/claire_data/dataset_1.5.shp,1,"Terrestrial, Confirmed with Google Earth",3260,3260,2
2260,3612,33.866667,-108.25,San Agustin Plains,200,data/by_hand/claire_data/dataset_1.5.shp,1,"Terrestrial, Confirmed with Google Earth",8735,8735,2
2260,3611,33.866667,-108.25,San Agustin Plains,200,data/by_hand/claire_data/dataset_1.5.shp,1,"Terrestrial, Confirmed with Google Earth",5767.5,11445,5
2269,2349,27.965415,-81.94163,Scott Lake,101.43364500000001,Geographic matching,2,NA,4378,4378,2
2270,2351,67.583333,-151.416667,Screaming Yellowlegs Pond,68,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site and area with pub (Edwards et al, 1985)",1605.625,2790,9
2271,2352,68.266667,-145.216667,Seagull Lake,208,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, Confirmed with Google Earth",3375,4270,5
2273,2354,47.208889,-95.833333,Sedivy Lake,12,Geographic matching,2,NA,94,94,2
2274,3620,44.45,-87.515556,Seidel,9.6,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site with Google Earth, changed area",104,104,2
2274,2355,44.45,-87.515556,Seidel,9.6,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site with Google Earth, changed area",980,1215,4
2275,2357,66.86675,-155.68655,Lake Selby,88,data/by_hand/claire_data/dataset_1.5.shp,2,"Lacustrine, confirmed with Google Earth",NA,NA,NA
2283,2365,38.8975,-89.178611,Seminary School Basin,0.7000000000000001,Geographic matching,2,NA,NA,NA,NA
2284,2366,46.925,-96.758333,Seminary Site,69,data/by_hand/claire_data/dataset_1.5.shp,1,"Fluvial, confirmed with McAndrews 1967",100,100,2
2292,2374,36.525,-81.933333,Shady Valley Bog,70,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Barclay 1957",4750,4800,3
2293,2375,47.916667,-91.866667,Shagawa Lake,943.4194339999999,Geographic matching,2,NA,-1869,-1869,3
2298,2380,31.080833,-81.636944,Sheley Pond,NA,NA,NA,NA,170,170,2
2299,2381,44.2697,-107.01237,Sherd Lake,82,data/by_hand/claire_data/dataset_1.5.shp,2,"Lacustrine, confirmed with Google Earth",6455,9060,3
2301,2383,44.895835,-94.20414,Silver Lake,179.29999999999998,Geographic matching,2,NA,105,105,2
2303,2385,40.354335,-83.81251499999999,Silver Lake,212.5,Neotoma,2,NA,1780.111111111111,6200,10
2303,17717,40.354335,-83.81251499999999,Silver Lake,212.5,Neotoma,2,NA,-583.6153846153846,8780,14
2304,2386,41.251819999999995,-74.98612,Silver Lake,56.00000000000001,Geographic matching,2,NA,442,700,3
2308,2391,43.966667,-70.35,Sinkhole Pond,2.8,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site with Google Earth, changed area",1449.2857142857142,3915,8
2310,2394,47.133333,-93.683333,Siseebakwet South,251,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",113,113,2
2492,2576,44.933333,-110.35,Slough Creek Pond,11.5,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth and Publication, Changed area",2345,2835,6
2494,2578,40.205556,-82.445833,Smoot Lake Bog,123,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Google Earth",4090,4090,2
2497,2581,46.662222,-96.25,Solum Lake,27.900000000000002,Geographic matching,2,NA,95,95,2
2500,2584,45.725,-93.466667,South Stanchfield Lake,118,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",95,95,2
2501,2585,45.572222,-93.408333,Spectacle Lake,99.1,Geographic matching,2,NA,85,85,2
2502,2586,46.47,-86.958333,Spirit Lake,3.3000000000000003,Geographic matching,2,NA,1582.857142857143,2955,8
2503,2587,38.832778,-107.068889,Splains Gulch,30.2,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Confirmed gulch,1373.3333333333333,1720,4
2504,2588,38.83164,-107.078195,Splains Lake,2.7932829999999997,Geographic matching,2,NA,2505,3910,7
2507,2591,41.673889,-76.35,Spring Lake,44.7,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area",2534,4600,6
2508,2593,41.236869999999996,-74.1833,Spruce Pond,3.5,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed Lake, Changed Area",1378.888888888889,2100,10
2512,2598,39.668056,-82.9375,Stages Pond,4.2,data/by_hand/all_lakes_andria/andrea_areas.csv,1,NA,1202.6666666666667,1910,4
2513,2599,37.6625,-119.0675,Starkweather Pond,81,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, Confirmed site with Google Earth",2175.8,4090,6
2514,2600,44.626875,-93.43352,St. Catherines Lake,47.599999999999994,Geographic matching,2,NA,115,115,2
2517,2604,42.333333,-73.15,Stockbridge Bowl,113,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confiremd with Google Earth",200,200,2
2518,2605,45.4,-93.522222,Stone Lake,15.299999999999999,Geographic matching,2,NA,95,95,2
2519,2607,44.891667,-93.691667,Stone Lake Tamarack Swamp,NA,NA,NA,NA,3266.6666666666665,4550,4
2519,3780,44.891667,-93.691667,Stone Lake Tamarack Swamp,NA,NA,NA,NA,150,150,2
2520,2609,40.216667,-84.689444,Stotzel-Leis Site,3.5,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Changed Area (according to area on ArcMap; dried up before 9/24/2014 Google Earth),1654.4444444444443,5730,10
2520,40168,40.216667,-84.689444,Stotzel-Leis Site,3.5,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Changed Area (according to area on ArcMap; dried up before 9/24/2014 Google Earth),-1007.7142857142857,3430,8
2524,2613,44.874722,-93.1,Sunfish Lake,18.3,Geographic matching,2,NA,112,112,2
2527,2617,41.391389,-74.037778,Sutherland Pond,83,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with Google Earth, changed area",1145.4545454545455,3680,12
2529,2619,37.95,-119.816667,Swamp Lake,276,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, Confirmed site with Google Earth",2744,3405,6
2530,2620,41.72106,-102.499255,Swan Lake,151.7,Geographic matching,2,NA,2992.3333333333335,5270,4
2531,2621,41.072335,-74.83698000000001,Swartswood Lake,162,Neotoma,2,NA,227,227,2
2533,2623,40.4,-74.483333,Szabo Pond,20,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Watts, 1979",3991.6666666666665,8115,4
2534,2624,44.15,-91.45,Tamarack Creek,NA,NA,NA,NA,882,1520,6
2535,2625,63.029444,-146.063333,Tangle Lakes,102,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",2294,2908,3
2536,2626,41.038875000000004,-75.263845,Tannersville Bog,300,data/by_hand/all_lakes_andria/all_lakes_andria.shp,2,Confirmed bog and area: Cai and Yu 2011,2221.6666666666665,4310,7
2536,15866,41.038875000000004,-75.263845,Tannersville Bog,300,data/by_hand/all_lakes_andria/all_lakes_andria.shp,2,Confirmed bog and area: Cai and Yu 2011,801.8333333333334,2770,13
2538,2628,41.9,-71.066667,Williams Street Bog,27,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Davis 1960",1500,1800,4
2539,2629,41.275,-70.058333,Taupawshas Bog,77,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Dunwiddiw, 1989",3653.3333333333335,4880,4
2540,2630,25.205556,-80.643889,Taylor Creek Site 2,9.2,Geographic matching,2,NA,413.75,1380,5
2540,3782,25.205556,-80.643889,Taylor Creek Site 2,9.2,Geographic matching,2,NA,413.75,1380,5
2541,2631,46.100556,-123.906667,Taylor Lake,7.7,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site with Google Earth, changed area",841,1305,6
2542,2632,25.201944,-80.687222,Taylor Slough Site 15,239553.71323300002,Geographic matching,2,NA,143.75,260,5
2543,2633,25.287222,-80.646389,Taylor Slough Site 7,220.4,Geographic matching,2,NA,721,1450,6
2544,2634,46.531111,-112.395556,Telegraph Creek,71,data/by_hand/claire_data/dataset_1.5.shp,1,"Marsh, Confirmed with Brant, 1980",5613.5,6877,3
2546,2636,37.9,-119.533333,Ten Lakes,138,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Anderson 1987",3395,3395,2
2547,2637,63.066667,-145.7,Ten Mile Lake,202,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",2885,4060,5
2548,2638,47.19324,-95.786645,Quallen Lake [Terhell Pond],11,Geographic matching,2,NA,2140,4191,3
2550,2640,47.19482,-96.09332,Thompson Pond,3.2,Geographic matching,2,NA,79,79,2
2551,2642,66.583333,-143.15,Tiinkdhul Lake,5238,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area",2880,5390,7
2553,2644,37.908333,-119.258333,Tioga Pass Pond,47,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Anderson 1990",2190,2660,5
2554,2645,41.95,-71.033333,Titicut Swamp,70.8,Geographic matching,2,NA,1916.6666666666667,3100,7
2557,2648,45.408950000000004,-93.98171500000001,Toenjes Lake,3.5000000000000004,Geographic matching,2,NA,105,105,2
2570,2663,27.586129999999997,-81.503395,Lake Tulane,35.6,Geographic matching,2,NA,2877.125,6400,17
2570,19620,27.586129999999997,-81.503395,Lake Tulane,35.6,Geographic matching,2,NA,1312.6382978723404,15950,48
2574,2667,30.962778,-91.519444,Tunica Bayou Site 22,NA,NA,NA,NA,-999,-999,1
2575,2668,30.961944,-91.519444,Tunica Bayou Site 23,NA,NA,NA,NA,-999,-999,1
2578,2673,35.584722,-84.210556,Tuskegee Pond,6133.647955,Geographic matching,2,NA,543.3333333333334,1380,4
2785,2880,37.46906,-108.10256,Twin Lakes,0.2,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Nudged, but there are two adjacent lakes, measured only the round lake.",1087.7777777777778,2570,10
2786,2881,45.848889,-93.167778,Twin Lakes,9.9,Geographic matching,2,NA,85,85,2
2791,2886,45.60459,-70.633335,Unknown Pond,231,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",2862.5,4900,5
2792,2888,46.184444,-95.306944,Upper Graven Lake,7.000000000000001,Geographic matching,2,NA,2068.8,4250,6
2795,2892,46.090115,-68.89328499999999,Upper South Branch Pond,36,data/by_hand/empty_lakes_sjg/empty_lakes_sjg.shp,1,Used as example in README,1600,3200,6
2800,2897,35.968889,-108.808333,Utricularia Lake,1.8,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Confirmed lake: Sandstone depression,6166.666666666667,11500,4
2805,2902,44.308611,-74.370833,Valhalla Hollow,9,data/by_hand/claire_data/dataset_1.5.shp,2,"Terrestrial, confirmed with Kearsley 1995",414.6666666666667,890,4
2814,3831,43.416667,-84.883333,Vestaburg Bog,NA,NA,NA,NA,2060,4850,6
2822,2919,42.35154,-88.18475,Volo Bog,0.1,Geographic matching,2,NA,1580,4500,8
2826,22368,42.164722,-73.059722,Larkum Pond,10,Neotoma,2,NA,NA,NA,NA
2839,3840,34.16759,-80.77616,White Pond,20,Neotoma,2,NA,4777.5,9270,5
2839,40111,34.16759,-80.77616,White Pond,20,Neotoma,2,NA,1872.3333333333333,2960,16
2846,2943,26.359722,-80.370556,"Water Conservation Area 2A, Site 2 (Site F1)",42049.467301,Geographic matching,2,NA,578.75,990,5
